Time(S);YoungBefore(KB);YoungAfter(KB);YoungAllocated(KB);OldBefore(KB);OldAfter(KB);OldAllocated(KB);OldYoungBefore(KB);OldYoungAfter(KB);OldYoungAllocated(KB);PermBefore(KB);PermAfter(KB);PermAllocated(KB);TotalBefore(KB);TotalAfter(KB);TotalAllocated(KB)
22723,809;163139;2675;167936;281679;282337;349696;444818;285012;517632;;;;;;
22756,078;163443;864;167424;282337;283208;349696;445780;284072;517120;;;;;;
22926,514;161632;5365;166400;283208;283457;349696;444840;288822;516096;;;;;;
22946,238;166133;5599;166400;283457;284658;349696;449590;290257;516096;;;;;;
22962,725;164319;1260;166912;284658;285993;349696;448977;287253;516608;;;;;;
22975,604;159980;1186;167424;285993;286256;349696;445973;287442;517120;;;;;;
22992,020;160930;3027;167424;286256;286713;349696;447186;289740;517120;;;;;;
23040,892;162771;1008;167936;286713;287528;349696;449484;288536;517632;;;;;;
23163,330;161776;1904;167936;287528;287800;349696;449304;289704;517632;;;;;;
23394,380;162672;3300;168448;287800;288439;349696;450472;291739;518144;;;;;;
23441,491;164580;1346;167936;288439;289326;349696;453019;290672;517632;;;;;;
23463,763;162626;4632;167424;289326;289689;349696;451952;294321;517120;;;;;;
23485,357;165400;1760;167936;289689;290603;349696;455089;292363;517632;;;;;;
23589,861;162528;1104;168448;290603;291758;349696;453131;292862;518144;;;;;;
23626,313;162896;5715;167936;291758;292270;349696;454654;297985;517632;;;;;;
23660,166;167507;832;167936;292270;293459;349696;459777;294291;517632;;;;;;
23678,627;161600;640;167936;293459;293819;349696;455059;294459;517632;;;;;;
23687,648;161408;2899;167936;293819;294068;349696;455227;296967;517632;;;;;;
23697,666;163667;2208;167936;294068;294626;349696;457735;296834;517632;;;;;;
23753,908;162976;672;168448;294626;295522;349696;457602;296194;518144;;;;;;
23797,675;162464;4707;166912;295522;295715;349696;457986;300422;516608;;;;;;
23813,024;166499;5268;166912;295715;296817;349696;462214;302085;516608;;;;;;
23872,513;165012;2947;167424;296817;297774;349696;461829;300721;517120;;;;;;
23886,633;162691;1888;167936;297774;298630;349696;460465;300518;517632;;;;;;
23895,759;162656;768;167936;298630;299213;349696;461286;299981;517632;;;;;;
23907,207;161536;992;168448;299213;299469;349696;460749;300461;518144;;;;;;
23942,205;162784;5414;167424;299469;299853;349696;462253;305267;517120;;;;;;
24024,585;167206;800;167936;299853;301045;349696;467059;301845;517632;;;;;;
24272,425;161056;4303;167424;301045;301260;349696;462101;305563;517120;;;;;;
24290,922;164559;6100;166400;301260;302371;349696;465819;308471;516096;;;;;;
24318,602;164820;4546;166912;302371;303322;349696;467191;307868;516608;;;;;;
24321,712;163266;2412;166912;303322;304200;349696;466588;306612;516608;;;;;;
24345,022;161132;832;166912;304200;305575;349696;465332;306407;516608;;;;;;
24370,793;159552;3090;167424;305575;305936;349696;465127;309026;517120;;;;;;
24378,242;162322;816;166912;305936;308420;349696;468258;309236;516608;;;;;;
24383,683;160048;1320;167936;308420;308740;349696;468468;310060;517632;;;;;;
24412,665;161576;5272;167424;308740;309512;349696;470316;314784;517120;;;;;;
24447,732;165528;3286;167424;309512;310705;349696;475040;313991;517120;;;;;;
24496,179;163015;2161;167424;310705;311617;349696;473720;313778;517120;;;;;;
24543,090;161905;4922;166912;311617;312322;349696;473522;317244;516608;;;;;;
24604,886;164666;3441;167424;312322;313494;349696;476988;316935;517120;;;;;;
24629,173;163185;1152;167936;313494;314477;349696;476679;315629;517632;;;;;;
24647,994;161920;1840;167936;314477;314868;349696;476397;316708;517632;;;;;;
24662,928;162608;803;167936;314868;315687;349696;477476;316490;517632;;;;;;
24831,559;161571;4451;167936;315687;315918;349696;477258;320369;517632;;;;;;
24884,320;165219;544;167936;315918;317110;349696;481137;317654;517632;;;;;;
24960,249;161312;4534;165376;317110;317367;349696;478422;321901;515072;;;;;;
24985,744;165302;1104;167936;317367;318287;349696;482669;319391;517632;;;;;;
25053,731;161360;3107;167424;318287;318511;349696;479647;321618;517120;;;;;;
25070,323;163363;2771;168448;318511;319007;349696;481874;321778;518144;;;;;;
25081,229;164051;1133;167936;319007;319759;349696;483058;320892;517632;;;;;;
25092,584;162413;2655;168960;319759;320118;349696;482172;322773;518656;;;;;;
25148,138;164959;2899;168448;320118;320686;349696;485077;323585;518144;;;;;;
25171,929;165203;1632;169472;320686;321339;349696;485889;322971;519168;;;;;;
25236,965;164960;4742;168448;321339;321989;349696;486299;326731;518144;;;;;;
25281,996;168070;5177;167424;321989;323014;349696;490059;328191;517120;;;;;;
25288,948;165945;2927;167936;323014;324009;349696;488959;326936;517632;;;;;;
25313,299;163695;3556;168448;324009;324602;349696;487704;328158;518144;;;;;;
25335,420;165348;784;168448;324602;325432;349696;489950;326216;518144;;;;;;
25352,820;162576;1234;168448;325432;325648;349696;488008;326882;518144;;;;;;
25404,789;163026;2226;168448;325648;326096;349696;488674;328322;518144;;;;;;
25482,971;164018;6115;165888;326096;327050;349696;490114;333165;515584;;;;;;
25552,505;165859;2164;167424;327050;328248;349696;492909;330412;517120;;;;;;
25591,624;161908;1616;167936;328248;328391;349696;490156;330007;517632;;;;;;
25729,968;162384;5395;166400;328391;328816;349696;490775;334211;516096;;;;;;
25744,675;166163;1793;167936;328816;329930;349696;494979;331723;517632;;;;;;
25785,034;162049;4755;167424;329930;330611;349696;491979;335366;517120;;;;;;
25847,742;165011;2208;167936;330611;331791;349696;495622;333999;517632;;;;;;
25865,496;162381;3809;167424;331791;332620;349696;494172;336429;517120;;;;;;
25882,261;164065;5608;166912;332620;333335;349696;496685;338943;516608;;;;;;
25897,977;165352;640;167424;333335;334483;349696;498687;335123;517120;;;;;;
25919,957;160384;1666;167424;334483;334843;349696;494867;336509;517120;;;;;;
25926,274;54452;576;167424;334843;335443;349696;389295;336019;517120;;;;;;
25926,286;576;0;167424;335443;284617;349696;336019;284617;517120;185952;181762;786432;521971;466379;1303552
25968,673;159744;6915;165376;284617;284617;349696;444361;291532;515072;;;;;;
25988,777;164611;1268;166400;284617;285811;349696;449228;287079;516096;;;;;;
26005,697;158964;3124;166912;285811;286108;349696;444775;289232;516608;;;;;;
26019,867;161332;960;166400;286108;286683;349696;447440;287643;516096;;;;;;
26028,055;159168;1562;167424;286683;287163;349696;445851;288725;517120;;;;;;
26048,311;161306;3844;167424;287163;287491;349696;448469;291335;517120;;;;;;
26071,366;163588;3016;167936;287491;288115;349696;451079;291131;517632;;;;;;
26082,043;163226;4884;167424;288116;288833;349696;451342;293717;517120;;;;;;
26097,202;165140;1456;167936;288833;289480;349696;453973;290936;517632;;;;;;
26110,769;161712;2208;167424;289480;290080;349696;451192;292288;517120;;;;;;
26118,635;162464;672;167936;290080;290914;349696;452544;291586;517632;;;;;;
26125,355;161440;992;167936;290914;291146;349696;452354;292138;517632;;;;;;
26131,270;161760;2209;168448;291146;291482;349696;452906;293691;518144;;;;;;
26170,306;164001;2272;168448;291482;291967;349696;455483;294239;518144;;;;;;
26188,213;164063;5208;167936;291968;292679;349696;456031;297887;517632;;;;;;
26203,825;167000;5225;167424;292679;294184;349696;459679;299409;517120;;;;;;
26208,413;167017;5269;166912;294184;294847;349696;461201;300116;516608;;;;;;
26225,886;165013;3966;167424;294847;295471;349696;459860;299437;517120;;;;;;
26237,471;163710;2592;167936;295471;296095;349696;459181;298687;517632;;;;;;
26259,958;162848;7143;163328;296095;299181;349696;458943;306324;513024;;;;;;
26278,477;163303;4761;164352;299181;300821;349696;462484;305582;514048;;;;;;
26296,504;161433;1760;165888;300821;301764;349696;462254;303524;515584;;;;;;
26305,286;158432;3125;166400;301764;302549;349696;460196;305674;516096;;;;;;
26320,164;160309;1503;165888;302549;303140;349696;462858;304643;515584;;;;;;
26328,980;158687;1232;166400;303140;303980;349696;461827;305212;516096;;;;;;
26342,651;158928;4664;166400;303980;304564;349696;462908;309228;516096;;;;;;
26350,852;162360;1184;166400;304564;305436;349696;466924;306620;516096;;;;;;
26358,178;158880;2576;166400;305436;305884;349696;464316;308460;516096;;;;;;
26369,280;160272;1632;167424;305884;306910;349696;466156;308542;517120;;;;;;
26390,991;160864;2528;166912;306910;307310;349696;467774;309838;516608;;;;;;
26408,371;161760;1926;167936;307310;308576;349696;469070;310502;517632;;;;;;
26421,558;162182;2241;167424;308576;309152;349696;470758;311393;517120;;;;;;
26471,315;162497;5384;166400;309152;309824;349696;471649;315208;516096;;;;;;
26490,648;165128;3926;167424;309824;311014;349696;474952;314940;517120;;;;;;
26506,339;163670;1506;167936;311014;311717;349696;474684;313223;517632;;;;;;
26531,464;162274;1124;167936;311717;312125;349696;473991;313249;517632;;;;;;
26566,555;161892;3467;167936;312125;312301;349696;474017;315768;517632;;;;;;
26607,319;164235;4347;167936;312301;313205;349696;476536;317552;517632;;;;;;
26730,700;165115;5430;166912;313205;314222;349696;478320;319652;516608;;;;;;
26753,899;165174;1088;167424;314222;315602;349696;479396;316690;517120;;;;;;
26788,266;160832;560;167424;315602;316098;349696;476434;316658;517120;;;;;;
26848,865;160304;2575;167424;316098;316218;349696;476402;318793;517120;;;;;;
26892,663;162319;3496;167936;316218;317167;349696;478537;320663;517632;;;;;;
26990,134;164264;5672;166912;317167;317727;349696;481431;323399;516608;;;;;;
27109,713;166440;3395;167936;317727;318727;349696;484167;322122;517632;;;;;;
27218,275;163599;3898;167424;318727;319410;349696;482326;323308;517120;;;;;;
27282,581;164154;6020;166912;319410;320442;349696;483564;326462;516608;;;;;;
27294,712;165764;2160;167424;320442;322208;349696;486206;324368;517120;;;;;;
27299,497;161904;3136;167936;322208;323489;349696;484112;326625;517632;;;;;;
27312,130;163392;5894;167424;323489;326446;349696;486881;332340;517120;;;;;;
27318,445;166150;4510;167424;326446;328179;349696;492596;332689;517120;;;;;;
27339,128;164254;896;160768;328179;329045;349696;492433;329941;510464;;;;;;
27355,661;160640;1088;167424;329045;329390;349696;489685;330478;517120;;;;;;
27363,384;160320;608;166912;329390;329845;349696;489710;330453;516608;;;;;;
27425,566;159840;5836;165376;329845;330182;349696;489685;336018;515072;;;;;;
27441,243;163532;1261;166400;330182;331176;349696;493714;332437;516096;;;;;;
27452,040;158957;3459;166912;331176;331464;349696;490133;334923;516608;;;;;;
27468,657;162179;1997;166912;331464;332353;349696;493643;334350;516608;;;;;;
27481,971;160717;6229;165376;332353;333475;349696;493070;339704;515072;;;;;;
27495,729;163925;4283;166400;333475;334537;349696;497400;338820;516096;;;;;;
27506,602;161979;1533;166912;334537;335415;349696;496516;336948;516608;;;;;;
27520,329;160253;1952;166912;335415;335902;349696;495668;337854;516608;;;;;;
27532,033;160672;800;167424;335902;336488;349696;496574;337288;517120;;;;;;
27568,181;160544;896;167424;336488;336865;349696;497032;337761;517120;;;;;;
27606,052;160640;3312;167424;336865;337234;349696;497505;340546;517120;;;;;;
27618,443;163056;3863;167424;337234;337827;349696;500290;341690;517120;;;;;;
27645,685;163607;928;167936;337827;338793;349696;501434;339721;517632;;;;;;
27710,938;161184;1984;167424;338793;338897;349696;499977;340881;517120;;;;;;
27807,488;162240;1360;168448;338897;339568;349696;501137;340928;518144;;;;;;
27840,988;162640;4776;167936;339568;340063;349696;502208;344839;517632;;;;;;
27898,277;166056;3171;167936;340063;340207;349696;506119;343378;517632;;;;;;
27912,398;163939;1635;167936;340207;340783;349696;504146;342418;517632;;;;;;
27933,704;162403;2241;168448;340783;341374;349696;503186;343615;518144;;;;;;
27953,667;164033;2769;168448;341374;341470;349696;505407;344239;518144;;;;;;
28013,038;164561;1424;168960;341470;341550;349696;506031;342974;518656;;;;;;
28077,883;164240;6124;168960;341550;343622;349696;505790;349746;518656;;;;;;
28107,723;168940;2996;166912;343622;345011;349696;512562;348007;516608;;;;;;
28118,968;163764;2959;167936;345011;345682;349696;508775;348641;517632;;;;;;
28136,503;163727;1520;168448;345682;346529;349696;509409;348049;518144;;;;;;
28153,292;162800;6629;167936;346529;346923;349696;509329;353552;517632;;;;;;
28174,840;167909;3811;166912;346923;347946;349696;514832;351757;516608;;;;;;
28174,854;3811;0;166912;347946;299104;430592;351757;299104;597504;187242;182049;786432;538999;481153;1383936
28230,274;159744;3200;167424;299104;299104;430592;458848;302304;598016;;;;;;
28246,801;162944;3110;167936;299104;300778;430592;462048;303888;598528;;;;;;
28351,071;163878;4632;167936;300778;301618;430592;464656;306250;598528;;;;;;
28377,996;165400;740;167936;301618;302786;430592;467018;303526;598528;;;;;;
28408,486;161508;3828;167936;302786;302874;430592;464294;306702;598528;;;;;;
28433,324;164596;3700;167936;302874;303883;430592;467470;307583;598528;;;;;;
28452,608;105443;6095;166912;303882;304690;430592;409325;310785;597504;;;;;;
28452,617;6095;0;166912;304690;300992;430592;310785;300992;597504;182412;181742;786432;493197;482734;1383936
28470,137;160768;1310;167424;300992;300992;430592;461760;302302;598016;;;;;;
28538,019;161054;2372;167424;300992;301662;430592;462046;304034;598016;;;;;;
28596,691;162116;5283;166912;301662;302310;430592;463778;307593;597504;;;;;;
28611,334;165027;2640;167424;302310;303417;430592;467337;306057;598016;;;;;;
28627,942;162384;993;167424;303417;304265;430592;465801;305258;598016;;;;;;
28768,268;160737;2985;167424;304265;304577;430592;465002;307562;598016;;;;;;
28800,808;162729;3133;168448;304577;305707;430592;467306;308840;599040;;;;;;
28807,960;164413;5788;167936;305707;306171;430592;470120;311959;598528;;;;;;
28819,247;167068;1376;167936;306171;307470;430592;473239;308846;598528;;;;;;
28841,680;162144;6594;167424;307470;308030;430592;469614;314624;598016;;;;;;
28853,473;167362;2694;166400;308030;309469;430592;475392;312163;596992;;;;;;
28881,433;161414;4356;166912;309469;310457;430592;470883;314813;597504;;;;;;
28905,263;163076;1404;167424;310457;311273;430592;473533;312677;598016;;;;;;
28919,509;161148;2656;167424;311273;311656;430592;472421;314312;598016;;;;;;
28948,497;162400;1592;167936;311656;312505;430592;474056;314097;598528;;;;;;
29002,672;161848;2230;167424;312505;313035;430592;474353;315265;598016;;;;;;
29073,971;162486;5516;166912;313035;313815;430592;475521;319331;597504;;;;;;
29104,501;165260;3848;167424;313815;314878;430592;479075;318726;598016;;;;;;
29124,974;163592;3043;167936;314878;315678;430592;478470;318721;598528;;;;;;
29139,784;163299;1024;167424;315678;316517;430592;478977;317541;598016;;;;;;
29154,817;161280;928;167936;316517;316885;430592;477797;317813;598528;;;;;;
29164,722;161696;1096;167936;316885;317125;430592;478581;318221;598528;;;;;;
29175,200;161864;2416;168448;317125;317342;430592;478989;319758;599040;;;;;;
29182,820;163696;3408;167936;317342;317781;430592;481038;321189;598528;;;;;;
29265,994;164688;3421;168448;317781;318645;430592;482469;322066;599040;;;;;;
29308,792;165213;3780;168448;318645;319620;430592;483858;323400;599040;;;;;;
29320,275;165572;3448;168960;319620;320332;430592;485192;323780;599552;;;;;;
29342,033;165752;2102;168448;320332;320944;430592;486084;323046;599040;;;;;;
29351,210;164406;3588;168960;320944;321490;430592;485350;325078;599552;;;;;;
29357,554;166404;6129;168960;321490;322775;430592;487894;328904;599552;;;;;;
29376,329;168945;912;165888;322775;324787;430592;491720;325699;596480;;;;;;
29403,484;160656;3776;167424;324787;325026;430592;485443;328802;598016;;;;;;
29408,915;163520;1394;167936;325026;326026;430592;488546;327420;598528;;;;;;
29436,833;162162;3123;167936;326026;326402;430592;488188;329525;598528;;;;;;
29444,129;163891;1475;168448;326402;327578;430592;490293;329053;599040;;;;;;
29460,716;162699;6628;167936;327577;329449;430592;490276;336077;598528;;;;;;
29486,959;74716;6567;164352;329449;331910;430592;404165;338477;594944;;;;;;
29486,971;6567;0;164352;331910;306708;430592;338477;306708;594944;183597;181685;786432;522074;488393;1381376
29586,227;157184;4309;166400;306708;306708;430592;463892;311017;596992;;;;;;
29688,030;161493;2756;166400;306708;307740;430592;468201;310496;596992;;;;;;
29700,660;160452;2719;166400;307740;308268;430592;468192;310987;596992;;;;;;
29724,166;160415;2561;166912;308268;309068;430592;468683;311629;597504;;;;;;
29736,412;161281;4544;166912;309068;309524;430592;470349;314068;597504;;;;;;
29743,124;163264;1872;167424;309524;310145;430592;472788;312017;598016;;;;;;
29761,604;161104;2868;166912;310145;310792;430592;471249;313660;597504;;;;;;
29785,580;162100;2548;167936;310792;311328;430592;472892;313876;598528;;;;;;
29799,325;162804;3296;167424;311328;311912;430592;474132;315208;598016;;;;;;
29878,558;163552;3204;168448;311912;312473;430592;475464;315677;599040;;;;;;
29889,496;164484;640;167936;312473;313335;430592;476957;313975;598528;;;;;;
29913,903;161920;4140;168448;313335;313504;430592;475255;317644;599040;;;;;;
30046,898;165932;5560;167424;313504;314427;430592;479436;319987;598016;;;;;;
30101,823;167352;4094;167936;314427;315551;430592;481779;319645;598528;;;;;;
30125,610;164862;6430;167424;315551;316385;430592;480413;322815;598016;;;;;;
30144,004;167198;4052;167424;316385;317265;430592;483583;321317;598016;;;;;;
30150,410;163796;2297;167424;317265;318281;430592;481061;320578;598016;;;;;;
30169,100;162041;3328;167936;318281;318612;430592;480322;321940;598528;;;;;;
30173,547;163584;960;167424;318612;319575;430592;482196;320535;598016;;;;;;
30177,713;161216;2911;167936;319575;319894;430592;480791;322805;598528;;;;;;
30196,933;163679;1263;167936;319894;320518;430592;483573;321781;598528;;;;;;
30203,783;162031;5016;167936;320518;320966;430592;482549;325982;598528;;;;;;
30211,052;165784;4820;165888;320966;321566;430592;486750;326386;596480;;;;;;
30217,067;165588;3175;167936;321566;322965;430592;487154;326140;598528;;;;;;
30228,706;163431;1971;167424;322965;323725;430592;486396;325696;598016;;;;;;
30246,865;162227;3235;168448;323725;324521;430592;485952;327756;599040;;;;;;
30261,165;164515;1824;167936;324521;325288;430592;489036;327112;598528;;;;;;
30286,536;163104;1152;168448;325288;325768;430592;488392;326920;599040;;;;;;
30294,129;162944;1184;168448;325768;326224;430592;488712;327408;599040;;;;;;
30321,226;162976;1459;168448;326224;326465;430592;489200;327924;599040;;;;;;
30360,404;163251;4180;168448;326465;326736;430592;489716;330916;599040;;;;;;
